user,timestamp,ip,event,details,item_id,quantity,price,error_type,message,Base64Error
user_77,2024-11-18T12:55:45.004134,127.12.141.53,purchase,"{'item_id': 2198, 'quantity': 3, 'price': 803.0}",,,,,,
user_540,2024-11-18T21:05:34.004141,20.46.210.245,purchase,,2238.0,4.0,552.78,,,
user_907,2024-11-18T07:18:31.004147,98.109.25.197,logout,,2154.0,5.0,670.15,,,
,2024-11-18T13:46:17.004156,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T13:46:17.004156,
user_365,2024-11-19T02:23:46.004196,156.246.1.227,error,,3093.0,1.0,194.26,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_988,2024-11-17T20:07:59.004214,90.164.131.133,logout,"{'item_id': 3146, 'quantity': 5, 'price': 513.65}",,,,,,
,2024-11-18T17:18:44.004236,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T17:18:44.004236,
user_280,2024-11-18T13:18:48.004238,119.19.180.245,logout,"{'item_id': 4133, 'quantity': 3, 'price': 268.37}",,,,,,
user_1000,2024-11-19T13:15:15.004245,87.172.25.149,logout,"{'item_id': 6808, 'quantity': 5, 'price': 967.02}",,,,,,
user_585,2024-11-18T12:07:59.004251,233.102.243.41,error,"{'item_id': 9674, 'quantity': 1, 'price': 788.96}",,,,,,
user_241,2024-11-17T22:27:04.004258,157.96.233.95,update,"{'item_id': 9462, 'quantity': 2, 'price': 376.0}",,,,,,
user_667,2024-11-17T20:19:28.004264,213.91.6.127,error,,4772.0,2.0,394.83,,,
user_181,2024-11-19T07:54:24.004275,165.12.2.15,purchase,"{'item_id': 8181, 'quantity': 5, 'price': 291.89}",,,,,,
user_918,2024-11-19T14:43:22.004287,126.39.82.246,logout,,4923.0,2.0,54.12,,,
user_362,2024-11-19T11:22:14.004293,45.73.99.145,login,"{'item_id': 2399, 'quantity': 4, 'price': 361.25}",,,,,,
user_142,2024-11-18T18:20:23.004306,5.186.171.138,update,,4298.0,3.0,509.47,,,
user_119,2024-11-17T19:56:27.004311,215.114.74.215,logout,,7588.0,1.0,309.58,,,
user_526,2024-11-18T07:42:54.004318,249.61.157.216,logout,"{'item_id': 4521, 'quantity': 4, 'price': 229.16}",,,,,,
user_195,2024-11-19T11:41:41.004326,209.97.56.55,logout,,4539.0,4.0,467.54,,,
,2024-11-17T21:37:34.004332,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T21:37:34.004332,
user_459,2024-11-18T21:53:11.004334,55.119.101.84,purchase,"{'item_id': 7517, 'quantity': 2, 'price': 585.02}",,,,,,
,2024-11-18T16:53:09.004343,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T16:53:09.004343,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T15:33:24.004361,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T15:33:24.004361,
user_726,2024-11-19T05:47:25.004366,81.182.210.181,error,"{'item_id': 2776, 'quantity': 2, 'price': 870.35}",,,,,,
user_155,2024-11-19T17:00:10.004372,174.162.167.241,logout,"{'item_id': 1647, 'quantity': 2, 'price': 875.43}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_764,2024-11-19T16:28:31.004393,20.50.251.1,update,,5155.0,5.0,710.25,,,
,2024-11-19T04:37:46.004420,,,,,,,TimeoutError,Connection to DB failed,
user_107,2024-11-18T06:28:44.004422,242.191.10.146,purchase,"{'item_id': 6890, 'quantity': 5, 'price': 14.13}",,,,,,
user_502,2024-11-18T04:28:39.004439,226.27.101.76,logout,"{'item_id': 1198, 'quantity': 3, 'price': 521.25}",,,,,,
user_3,2024-11-19T12:31:39.004454,103.64.200.25,purchase,"{'item_id': 9824, 'quantity': 2, 'price': 214.56}",,,,,,
user_452,2024-11-17T23:41:43.004462,223.81.27.171,purchase,,5477.0,3.0,917.43,,,
user_318,2024-11-17T20:47:04.004468,97.73.8.235,login,"{'item_id': 1195, 'quantity': 1, 'price': 532.22}",,,,,,
,2024-11-19T05:42:48.004475,,,,,,,TimeoutError,Connection to DB failed,
user_594,2024-11-18T13:00:34.004477,27.13.29.156,error,,4379.0,5.0,915.1,,,
user_966,2024-11-18T00:20:21.004496,9.247.69.166,purchase,,3895.0,5.0,699.6,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_684,2024-11-19T17:01:02.004517,162.137.185.82,login,,1865.0,4.0,475.24,,,
,2024-11-19T01:02:45.004532,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T01:02:45.004532,
user_267,2024-11-19T03:09:10.004534,144.120.203.90,error,,7739.0,4.0,439.27,,,
user_429,2024-11-18T18:24:27.004540,44.127.61.89,login,"{'item_id': 3187, 'quantity': 2, 'price': 89.48}",,,,,,
user_650,2024-11-18T07:53:35.004552,72.228.26.152,purchase,"{'item_id': 9927, 'quantity': 2, 'price': 503.68}",,,,,,
user_984,2024-11-19T16:15:32.004586,139.139.39.203,logout,"{'item_id': 3810, 'quantity': 4, 'price': 969.09}",,,,,,
,2024-11-19T03:22:37.004606,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T02:32:43.004612,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T15:32:38.004629,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T17:19:09.004635,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T17:19:09.004635,
user_674,2024-11-17T17:36:23.004640,43.253.151.201,error,"{'item_id': 9895, 'quantity': 1, 'price': 816.28}",,,,,,
user_624,2024-11-19T04:15:00.004647,253.153.121.239,update,"{'item_id': 3865, 'quantity': 1, 'price': 182.48}",,,,,,
user_927,2024-11-18T22:12:36.004660,71.244.59.208,login,,4692.0,4.0,277.56,,,
user_533,2024-11-19T09:10:34.004670,13.211.136.57,update,,4345.0,3.0,223.52,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_811,2024-11-19T14:14:23.004684,84.203.16.142,purchase,"{'item_id': 3055, 'quantity': 4, 'price': 10.13}",,,,,,
user_334,2024-11-18T05:38:12.004694,240.222.174.223,purchase,,8404.0,1.0,104.98,,,
user_369,2024-11-18T22:21:29.004710,118.247.88.22,update,,1356.0,5.0,605.44,,,
,2024-11-19T14:30:08.004733,,,,,,,TimeoutError,Connection to DB failed,
user_248,2024-11-18T13:10:01.004737,242.78.112.173,update,,6257.0,1.0,888.24,,,
user_50,2024-11-19T09:23:47.004743,162.228.62.72,purchase,"{'item_id': 4374, 'quantity': 1, 'price': 137.46}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_625,2024-11-18T18:24:42.004759,49.57.167.147,login,"{'item_id': 4544, 'quantity': 1, 'price': 697.88}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T21:11:49.004783,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-18T12:40:33.004798,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T12:40:33.004798,
,2024-11-18T12:38:10.004816,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T12:38:10.004816,
user_783,2024-11-19T13:17:08.004824,237.160.181.5,update,,8036.0,3.0,948.12,,,
user_852,2024-11-19T13:06:06.004853,209.117.151.9,login,"{'item_id': 6648, 'quantity': 1, 'price': 16.48}",,,,,,
user_983,2024-11-19T09:55:31.004862,254.86.108.68,error,,9766.0,5.0,683.39,,,
,2024-11-19T14:06:12.004871,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T21:24:34.004873,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T21:24:34.004873,
user_80,2024-11-19T10:19:41.004875,98.242.66.209,purchase,"{'item_id': 4559, 'quantity': 3, 'price': 55.2}",,,,,,
user_558,2024-11-18T21:24:21.004882,58.94.131.225,login,,4730.0,1.0,864.94,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_998,2024-11-19T09:27:30.004897,92.184.89.2,login,"{'item_id': 6535, 'quantity': 1, 'price': 603.47}",,,,,,
user_636,2024-11-19T15:04:18.004906,158.155.185.154,login,"{'item_id': 7456, 'quantity': 4, 'price': 301.67}",,,,,,
,2024-11-19T08:32:31.004915,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T08:32:31.004915,
,2024-11-19T13:45:41.004917,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-18T06:31:01.004936,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T06:31:01.004936,
,2024-11-18T00:42:15.004939,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T09:43:02.004943,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T09:43:02.004943,
,2024-11-18T14:54:25.004962,,,,,,,TimeoutError,Connection to DB failed,
user_803,2024-11-18T00:08:41.004972,158.137.47.141,login,,8805.0,3.0,418.37,,,
user_822,2024-11-17T21:35:40.004979,252.136.81.73,purchase,,9790.0,1.0,431.85,,,
user_334,2024-11-17T21:48:10.004985,155.143.216.97,login,,5076.0,5.0,801.5,,,
user_610,2024-11-19T15:22:40.004999,67.81.173.51,error,"{'item_id': 2270, 'quantity': 1, 'price': 41.19}",,,,,,
user_762,2024-11-17T19:26:13.005006,206.103.199.150,update,"{'item_id': 7780, 'quantity': 4, 'price': 852.33}",,,,,,
user_727,2024-11-19T04:38:32.005014,38.237.13.154,update,"{'item_id': 6672, 'quantity': 2, 'price': 307.15}",,,,,,
user_86,2024-11-18T05:08:06.005023,45.142.51.202,logout,"{'item_id': 8921, 'quantity': 2, 'price': 321.67}",,,,,,
user_303,2024-11-18T14:31:45.005054,123.70.154.50,update,"{'item_id': 6393, 'quantity': 1, 'price': 809.5}",,,,,,
user_531,2024-11-18T06:05:12.005085,169.92.42.143,update,,9402.0,4.0,940.84,,,
user_815,2024-11-18T03:08:40.005091,140.240.193.27,error,"{'item_id': 2431, 'quantity': 3, 'price': 91.92}",,,,,,
user_627,2024-11-19T08:05:16.005108,209.214.67.168,purchase,"{'item_id': 6269, 'quantity': 2, 'price': 569.83}",,,,,,
user_754,2024-11-19T04:37:52.005137,247.141.250.200,update,,7336.0,2.0,315.91,,,
user_521,2024-11-17T23:35:56.005145,214.11.216.75,update,"{'item_id': 6164, 'quantity': 1, 'price': 288.33}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-17T23:08:35.005177,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T23:08:35.005177,
user_705,2024-11-18T02:22:55.005181,209.145.229.113,error,"{'item_id': 9599, 'quantity': 1, 'price': 908.58}",,,,,,
user_887,2024-11-17T20:10:42.005195,137.24.30.186,purchase,,9062.0,4.0,167.04,,,
user_959,2024-11-18T10:24:40.005203,145.36.96.129,error,,3664.0,3.0,41.44,,,
user_559,2024-11-18T15:29:38.005210,174.101.101.6,login,,2389.0,2.0,883.44,,,
,,,,,,,,,,Invalid Base64 or decoding error
,2024-11-19T04:08:05.005235,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T04:08:05.005235,
user_296,2024-11-19T15:38:34.005242,55.69.240.48,error,,1584.0,5.0,735.72,,,
user_599,2024-11-18T02:17:01.005260,241.217.187.58,error,"{'item_id': 9717, 'quantity': 1, 'price': 122.84}",,,,,,
user_863,2024-11-18T18:35:32.005273,179.238.243.222,login,,5585.0,4.0,412.11,,,
,2024-11-19T03:46:19.005286,,,,,,,TimeoutError,Connection to DB failed,
user_255,2024-11-17T17:25:49.005289,53.67.220.230,error,,2560.0,3.0,506.2,,,
,2024-11-19T00:43:25.005299,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-19T16:38:31.005301,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T12:44:04.005304,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T12:44:04.005304,
user_137,2024-11-18T15:58:11.005311,187.194.215.142,login,,5771.0,1.0,539.89,,,
user_219,2024-11-17T20:36:16.005322,116.151.236.61,logout,,4404.0,5.0,440.92,,,
user_924,2024-11-18T16:00:00.005333,138.159.102.218,error,,3239.0,2.0,324.26,,,
,2024-11-18T09:33:17.005342,,,,,,,TimeoutError,Connection to DB failed,
user_880,2024-11-18T22:45:58.005344,84.221.116.151,update,,5691.0,2.0,321.64,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_383,2024-11-19T08:11:01.005362,208.33.247.217,logout,"{'item_id': 6349, 'quantity': 4, 'price': 43.09}",,,,,,
user_681,2024-11-19T15:50:34.005380,238.147.123.38,error,"{'item_id': 6779, 'quantity': 4, 'price': 110.03}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_847,2024-11-19T09:35:26.005402,126.35.23.178,purchase,"{'item_id': 6313, 'quantity': 2, 'price': 222.9}",,,,,,
user_596,2024-11-18T17:22:47.005408,169.181.15.212,login,"{'item_id': 5168, 'quantity': 3, 'price': 650.07}",,,,,,
user_118,2024-11-19T15:56:06.005415,206.46.143.254,logout,,3740.0,2.0,118.44,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_690,2024-11-17T21:58:02.005457,225.28.111.226,error,,3066.0,4.0,585.86,,,
user_27,2024-11-18T20:20:35.005463,175.95.44.174,purchase,,4558.0,3.0,969.95,,,
user_290,2024-11-19T05:01:47.005471,255.108.135.22,error,,9718.0,3.0,224.29,,,
user_296,2024-11-18T04:02:40.005480,45.70.162.98,logout,"{'item_id': 9096, 'quantity': 1, 'price': 693.01}",,,,,,
user_185,2024-11-19T02:49:18.005487,20.60.144.42,update,"{'item_id': 7188, 'quantity': 2, 'price': 813.92}",,,,,,
,2024-11-19T08:10:56.005508,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T12:16:18.005514,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T12:16:18.005514,
,2024-11-17T22:07:11.005530,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T22:07:11.005530,
user_892,2024-11-18T07:32:20.005540,35.247.176.131,purchase,,7293.0,2.0,461.16,,,
user_712,2024-11-19T10:17:34.005550,169.19.94.51,logout,"{'item_id': 9647, 'quantity': 2, 'price': 723.22}",,,,,,
user_587,2024-11-19T10:19:35.005557,235.119.88.112,purchase,,2482.0,3.0,696.96,,,
,2024-11-17T22:31:53.005566,,,,,,,TimeoutError,Connection to DB failed 2024-11-17T22:31:53.005566,
,2024-11-18T19:45:15.005568,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T19:45:15.005568,
user_690,2024-11-19T09:07:22.005595,99.4.42.255,purchase,"{'item_id': 9491, 'quantity': 4, 'price': 610.73}",,,,,,
user_603,2024-11-19T14:18:20.005602,59.157.166.39,purchase,,1310.0,2.0,142.76,,,
,2024-11-18T04:06:36.005607,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T04:06:36.005607,
,,,,,,,,,,Invalid Base64 or decoding error
user_470,2024-11-18T20:51:17.005637,160.245.111.122,logout,"{'item_id': 3753, 'quantity': 4, 'price': 524.85}",,,,,,
user_821,2024-11-18T05:26:21.005645,34.25.74.196,error,,8664.0,1.0,872.92,,,
,2024-11-18T16:06:25.005655,,,,,,,InvalidBase64,Data cannot be decoded,
user_401,2024-11-18T05:35:30.005657,202.150.71.102,update,,3139.0,5.0,941.4,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_708,2024-11-17T20:32:37.005688,193.198.229.120,purchase,,9407.0,1.0,404.71,,,
user_191,2024-11-18T21:10:49.005693,27.69.65.117,purchase,,1674.0,1.0,774.09,,,
user_800,2024-11-19T16:23:38.005705,94.13.235.93,error,,2195.0,4.0,303.08,,,
,2024-11-18T07:02:01.005711,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T07:02:01.005711,
user_430,2024-11-19T13:57:13.005713,101.184.160.2,purchase,"{'item_id': 7738, 'quantity': 3, 'price': 975.75}",,,,,,
user_443,2024-11-19T15:06:18.005733,63.64.79.177,login,"{'item_id': 8064, 'quantity': 4, 'price': 846.75}",,,,,,
user_743,2024-11-17T23:16:35.005749,192.30.147.47,error,,8778.0,3.0,709.11,,,
user_921,2024-11-18T04:45:53.005774,38.133.89.180,update,"{'item_id': 8503, 'quantity': 1, 'price': 994.19}",,,,,,
user_856,2024-11-19T02:39:47.005794,60.37.103.97,login,"{'item_id': 2835, 'quantity': 5, 'price': 197.43}",,,,,,
user_165,2024-11-19T10:59:26.005803,114.244.98.157,error,,9816.0,5.0,511.34,,,
user_310,2024-11-18T07:58:52.005811,61.129.88.222,login,"{'item_id': 9718, 'quantity': 3, 'price': 234.3}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_927,2024-11-18T03:59:59.005826,225.77.154.77,error,,8290.0,3.0,369.7,,,
user_54,2024-11-18T16:30:55.005843,128.158.23.245,login,"{'item_id': 5325, 'quantity': 2, 'price': 700.78}",,,,,,
user_656,2024-11-18T02:50:33.005853,137.100.220.58,purchase,,8167.0,4.0,988.56,,,
,2024-11-18T17:08:17.005859,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T17:08:17.005859,
user_899,2024-11-17T23:59:48.005865,221.217.231.57,logout,,5643.0,5.0,887.97,,,
user_332,2024-11-18T19:45:51.005881,168.1.71.249,update,"{'item_id': 7620, 'quantity': 1, 'price': 594.2}",,,,,,
user_411,2024-11-19T00:39:36.005887,79.63.225.186,update,"{'item_id': 2627, 'quantity': 3, 'price': 598.31}",,,,,,
user_104,2024-11-18T13:24:00.005894,125.250.255.77,login,,9354.0,5.0,391.79,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_448,2024-11-18T13:40:38.005927,239.235.89.87,purchase,,4493.0,5.0,199.42,,,
,2024-11-19T01:48:18.005939,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T01:48:18.005939,
user_273,2024-11-17T20:36:43.005941,232.63.156.21,update,,8444.0,3.0,21.99,,,
,2024-11-18T13:42:45.005966,,,,,,,TimeoutError,Connection to DB failed 2024-11-18T13:42:45.005966,
user_243,2024-11-18T21:40:37.005968,9.185.104.176,logout,,8157.0,3.0,929.5,,,
,2024-11-18T08:32:07.005974,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-18T08:32:07.005974,
,2024-11-18T09:09:52.005976,,,,,,,TimeoutError,Connection to DB failed,
,,,,,,,,,,Invalid Base64 or decoding error
user_356,2024-11-19T11:45:11.005987,202.181.239.52,purchase,,9920.0,5.0,408.95,,,
,2024-11-18T02:19:24.005996,,,,,,,InvalidBase64,Data cannot be decoded,
user_610,2024-11-17T17:22:42.005998,186.183.9.106,login,,7536.0,1.0,329.52,,,
user_69,2024-11-18T22:27:28.006013,120.108.211.172,purchase,,5804.0,3.0,817.02,,,
user_510,2024-11-19T08:42:05.006022,196.78.246.31,logout,"{'item_id': 8309, 'quantity': 4, 'price': 329.72}",,,,,,
,2024-11-19T11:47:18.006028,,,,,,,InvalidBase64,Data cannot be decoded,
user_777,2024-11-17T21:26:39.006049,24.112.63.251,purchase,,7848.0,1.0,26.27,,,
,2024-11-17T19:25:48.006069,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-17T19:25:48.006069,
user_211,2024-11-18T14:22:07.006074,181.62.33.143,update,"{'item_id': 5509, 'quantity': 3, 'price': 348.38}",,,,,,
,2024-11-19T08:14:16.006080,,,,,,,InvalidBase64,Data cannot be decoded,
user_147,2024-11-19T14:10:54.006082,136.174.159.63,error,,5838.0,3.0,285.48,,,
,2024-11-19T13:14:20.006088,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T13:14:20.006088,
user_780,2024-11-18T11:37:48.006091,155.103.165.6,error,,4300.0,4.0,297.55,,,
user_415,2024-11-18T08:22:46.006113,223.63.253.227,logout,,2473.0,3.0,766.52,,,
user_629,2024-11-17T17:38:41.006121,24.8.6.9,login,,6254.0,4.0,482.5,,,
user_858,2024-11-17T20:22:23.006127,41.172.88.88,error,"{'item_id': 7080, 'quantity': 5, 'price': 132.45}",,,,,,
user_709,2024-11-19T00:04:02.006133,190.208.62.66,update,,1219.0,5.0,808.53,,,
,2024-11-18T16:45:28.006139,,,,,,,InvalidBase64,Data cannot be decoded,
user_270,2024-11-17T19:16:54.006143,105.189.204.19,logout,"{'item_id': 6898, 'quantity': 3, 'price': 135.66}",,,,,,
,2024-11-18T08:53:01.006159,,,,,,,TimeoutError,Connection to DB failed,
user_287,2024-11-19T15:18:51.006175,90.193.56.95,logout,,6616.0,4.0,767.98,,,
user_164,2024-11-18T20:15:37.006183,132.47.78.167,update,"{'item_id': 7739, 'quantity': 4, 'price': 981.92}",,,,,,
,2024-11-19T06:00:33.006191,,,,,,,InvalidBase64,Data cannot be decoded 2024-11-19T06:00:33.006191,
,2024-11-18T20:47:57.006193,,,,,,,InvalidBase64,Data cannot be decoded,
user_623,2024-11-18T12:06:14.006199,241.137.53.145,purchase,"{'item_id': 8344, 'quantity': 4, 'price': 460.39}",,,,,,
,2024-11-19T11:54:00.006205,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T11:54:00.006205,
user_617,2024-11-19T16:27:52.006211,239.121.196.202,purchase,"{'item_id': 1365, 'quantity': 4, 'price': 918.27}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_906,2024-11-19T01:56:10.006230,115.69.189.78,error,"{'item_id': 9301, 'quantity': 2, 'price': 968.18}",,,,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_795,2024-11-19T03:59:09.006247,128.39.83.247,error,,2649.0,3.0,245.58,,,
,2024-11-19T08:33:36.006253,,,,,,,TimeoutError,Connection to DB failed 2024-11-19T08:33:36.006253,
user_488,2024-11-19T04:35:58.006257,174.220.20.242,logout,"{'item_id': 7216, 'quantity': 2, 'price': 419.86}",,,,,,
user_569,2024-11-19T16:47:20.006263,69.76.96.134,login,,3813.0,5.0,69.25,,,
user_463,2024-11-19T10:09:54.006272,144.251.87.17,login,,2925.0,5.0,369.54,,,
user_430,2024-11-18T06:56:28.006282,207.6.180.126,login,,3101.0,2.0,525.39,,,
,2024-11-18T02:23:46.006327,,,,,,,InvalidBase64,Data cannot be decoded,
user_808,2024-11-18T01:45:13.006341,104.103.241.48,update,"{'item_id': 1059, 'quantity': 3, 'price': 189.2}",,,,,,
user_979,2024-11-19T10:03:30.006351,35.78.132.181,error,"{'item_id': 9517, 'quantity': 2, 'price': 939.22}",,,,,,
,2024-11-18T05:49:51.006360,,,,,,,TimeoutError,Connection to DB failed,
,2024-11-18T12:19:44.006376,,,,,,,InvalidBase64,Data cannot be decoded,
,2024-11-19T06:54:39.006390,,,,,,,InvalidBase64,Data cannot be decoded,
,,,,,,,,,,Invalid Base64 or decoding error
user_353,2024-11-19T11:54:02.006418,56.217.38.186,login,"{'item_id': 4930, 'quantity': 4, 'price': 275.84}",,,,,,
user_633,2024-11-19T15:49:09.006435,44.133.172.72,update,,4276.0,2.0,615.82,,,
,,,,,,,,,,Invalid Base64 or decoding error
user_582,2024-11-18T18:00:20.006448,132.118.117.14,logout,"{'item_id': 3627, 'quantity': 2, 'price': 598.64}",,,,,,
user_506,2024-11-18T02:24:36.006454,163.125.205.217,error,,2226.0,1.0,636.85,,,
user_166,2024-11-18T17:56:39.006466,83.206.232.76,purchase,,7895.0,3.0,948.62,,,
user_637,2024-11-18T05:17:25.006472,31.145.22.80,error,,8408.0,3.0,995.68,,,
user_306,2024-11-18T10:36:57.006496,150.22.220.87,update,,7487.0,4.0,483.97,,,
user_717,2024-11-18T13:32:56.006504,221.149.43.175,error,,4427.0,5.0,773.52,,,
user_852,2024-11-18T00:19:24.006517,41.206.130.24,error,"{'item_id': 7108, 'quantity': 3, 'price': 594.49}",,,,,,
user_316,2024-11-17T23:23:42.006527,214.128.24.95,login,,8506.0,2.0,79.99,,,
user_103,2024-11-18T16:12:42.006532,62.37.213.224,logout,,6044.0,4.0,230.12,,,
user_749,2024-11-18T21:33:52.006538,116.85.161.109,update,,5072.0,1.0,46.17,,,
user_719,2024-11-18T16:52:22.006567,184.29.69.210,login,,1353.0,4.0,709.8,,,
user_354,2024-11-18T03:39:06.006573,71.10.250.22,purchase,,6831.0,3.0,112.23,,,
user_775,2024-11-19T01:04:40.006599,203.67.88.252,logout,,3428.0,4.0,779.51,,,
